ID,TYPE,COLUMN,ROW,LIFESPAN,GREENHOUSE_ID 
4072,Lettuce,3,3,12,57
4073,Lettuce,4,3,12,57
4074,Lettuce,5,3,12,57
4075,Lettuce,6,3,12,57
4076,Lettuce,7,3,12,57
4077,Lettuce,8,3,12,57
4078,Lettuce,9,3,12,57
4079,Lettuce,10,3,12,57
4080,Lettuce,11,3,12,57
4081,Lettuce,0,4,12,57
4082,Lettuce,1,4,12,57
4083,Lettuce,2,4,12,57
4084,Lettuce,3,4,12,57
4085,Lettuce,4,4,12,57
4086,Lettuce,5,4,12,57
4087,Lettuce,6,4,12,57
4088,Lettuce,7,4,12,57
4089,Lettuce,8,4,12,57
4090,Lettuce,9,4,12,57
4091,Lettuce,10,4,12,57
4092,Lettuce,11,4,12,57
4093,Lettuce,0,5,12,57
4094,Lettuce,1,5,12,57
4095,Lettuce,2,5,12,57
4096,Lettuce,3,5,12,57
4097,Lettuce,4,5,12,57
4098,Lettuce,5,5,12,57
4099,Lettuce,6,5,12,57
4100,Lettuce,7,5,12,57
4101,Lettuce,8,5,12,57
4102,Lettuce,9,5,12,57
4103,Lettuce,10,5,12,57
4104,Lettuce,11,5,12,57
4105,Lettuce,0,0,12,56
4106,Lettuce,1,0,12,56
4107,Lettuce,2,0,12,56
4108,Lettuce,3,0,12,56
4109,Lettuce,4,0,12,56
4110,Lettuce,5,0,12,56
4111,Lettuce,6,0,12,56
4112,Lettuce,7,0,12,56
4113,Lettuce,8,0,12,56
4114,Lettuce,9,0,12,56
4115,Lettuce,10,0,12,56
4116,Lettuce,11,0,12,56
4117,Lettuce,0,1,12,56
4118,Lettuce,1,1,12,56
4119,Lettuce,2,1,12,56
4120,Lettuce,3,1,12,56
4121,Lettuce,4,1,12,56
4122,Lettuce,5,1,12,56
4123,Lettuce,6,1,12,56
4124,Lettuce,7,1,12,56
4125,Lettuce,8,1,12,56
4126,Lettuce,9,1,12,56
4127,Lettuce,10,1,12,56
4128,Lettuce,11,1,12,56
4129,Lettuce,0,2,12,56
4130,Lettuce,1,2,12,56
4131,Lettuce,2,2,12,56
4132,Lettuce,3,2,12,56
4133,Lettuce,4,2,12,56
4134,Lettuce,5,2,12,56
4135,Lettuce,6,2,12,56
4136,Lettuce,7,2,12,56
4137,Lettuce,8,2,12,56
4138,Lettuce,9,2,12,56
4139,Lettuce,10,2,12,56
4140,Lettuce,11,2,12,56
4141,Lettuce,0,3,12,56
4142,Lettuce,1,3,12,56
4143,Lettuce,2,3,12,56
4144,Lettuce,3,3,12,56
4145,Lettuce,4,3,12,56
4146,Lettuce,5,3,12,56
4147,Lettuce,6,3,12,56
4148,Lettuce,7,3,12,56
4149,Lettuce,8,3,12,56
4150,Lettuce,9,3,12,56
4151,Lettuce,10,3,12,56
4152,Lettuce,11,3,12,56
4153,Lettuce,0,4,12,56
4154,Lettuce,1,4,12,56
4155,Lettuce,2,4,12,56
4156,Lettuce,3,4,12,56
4157,Lettuce,4,4,12,56
4158,Lettuce,5,4,12,56
4159,Lettuce,6,4,12,56
4160,Lettuce,7,4,12,56
4161,Lettuce,8,4,12,56
4162,Lettuce,9,4,12,56
4163,Lettuce,10,4,12,56
4164,Lettuce,11,4,12,56
4165,Lettuce,0,5,12,56
4166,Lettuce,1,5,12,56
4167,Lettuce,2,5,12,56
4168,Lettuce,3,5,12,56
4169,Lettuce,4,5,12,56
4170,Lettuce,5,5,12,56
4171,Lettuce,6,5,12,56
4172,Lettuce,7,5,12,56
4173,Lettuce,8,5,12,56
4174,Lettuce,9,5,12,56
4175,Lettuce,10,5,12,56
4176,Lettuce,11,5,12,56
4177,Lettuce,0,0,12,55
4178,Lettuce,1,0,12,55
4179,Lettuce,2,0,12,55
4180,Lettuce,3,0,12,55
4181,Lettuce,4,0,12,55
4182,Lettuce,5,0,12,55
4183,Lettuce,6,0,12,55
4184,Lettuce,7,0,12,55
4185,Lettuce,8,0,12,55
4186,Lettuce,9,0,12,55
4187,Lettuce,10,0,12,55
4188,Lettuce,11,0,12,55
4189,Lettuce,0,1,12,55
4190,Lettuce,1,1,12,55
4191,Lettuce,2,1,12,55
4192,Lettuce,3,1,12,55
4193,Lettuce,4,1,12,55
4194,Lettuce,5,1,12,55
4195,Lettuce,6,1,12,55
4196,Lettuce,7,1,12,55
4197,Lettuce,8,1,12,55
4198,Lettuce,9,1,12,55
4199,Lettuce,10,1,12,55
4200,Lettuce,11,1,12,55
4201,Lettuce,0,2,12,55
4202,Lettuce,1,2,12,55
4203,Lettuce,2,2,12,55
4204,Lettuce,3,2,12,55
4205,Lettuce,4,2,12,55
4206,Lettuce,5,2,12,55
4207,Lettuce,6,2,12,55
4208,Lettuce,7,2,12,55
4209,Lettuce,8,2,12,55
4210,Lettuce,9,2,12,55
4211,Lettuce,10,2,12,55
4212,Lettuce,11,2,12,55
4213,Lettuce,0,3,12,55
4214,Lettuce,1,3,12,55
4215,Lettuce,2,3,12,55
4216,Lettuce,3,3,12,55
4217,Lettuce,4,3,12,55
4218,Lettuce,5,3,12,55
4219,Lettuce,6,3,12,55
4220,Lettuce,7,3,12,55
4221,Lettuce,8,3,12,55
4222,Lettuce,9,3,12,55
4223,Lettuce,10,3,12,55
4224,Lettuce,11,3,12,55
4225,Lettuce,0,4,12,55
4226,Lettuce,1,4,12,55
4227,Lettuce,2,4,12,55
4228,Lettuce,3,4,12,55
4229,Lettuce,4,4,12,55
4230,Lettuce,5,4,12,55
4231,Lettuce,6,4,12,55
4232,Lettuce,7,4,12,55
4233,Lettuce,8,4,12,55
4234,Lettuce,9,4,12,55
4235,Lettuce,10,4,12,55
4236,Lettuce,11,4,12,55
4237,Lettuce,0,5,12,55
4238,Lettuce,1,5,12,55
4239,Lettuce,2,5,12,55
4240,Lettuce,3,5,12,55
4241,Lettuce,4,5,12,55
4242,Lettuce,5,5,12,55
4243,Lettuce,6,5,12,55
4244,Lettuce,7,5,12,55
4245,Lettuce,8,5,12,55
4246,Lettuce,9,5,12,55
4247,Lettuce,10,5,12,55
4248,Lettuce,11,5,12,55
4249,Lettuce,0,0,12,54
4250,Lettuce,1,0,12,54
4251,Lettuce,2,0,12,54
4252,Lettuce,3,0,12,54
4253,Lettuce,4,0,12,54
4254,Lettuce,5,0,12,54
4255,Lettuce,6,0,12,54
4256,Lettuce,7,0,12,54
4257,Lettuce,8,0,12,54
4258,Lettuce,9,0,12,54
4259,Lettuce,10,0,12,54
4260,Lettuce,11,0,12,54
4261,Lettuce,0,1,12,54
4262,Lettuce,1,1,12,54
4263,Lettuce,2,1,12,54
4264,Lettuce,3,1,12,54
4265,Lettuce,4,1,12,54
4266,Lettuce,5,1,12,54
4267,Lettuce,6,1,12,54
4268,Lettuce,7,1,12,54
4269,Lettuce,8,1,12,54
4270,Lettuce,9,1,12,54
4271,Lettuce,10,1,12,54
4272,Lettuce,11,1,12,54
4273,Lettuce,0,2,12,54
4274,Lettuce,1,2,12,54
4275,Lettuce,2,2,12,54
4276,Lettuce,3,2,12,54
4277,Lettuce,4,2,12,54
4278,Lettuce,5,2,12,54
4279,Lettuce,6,2,12,54
4280,Lettuce,7,2,12,54
4281,Lettuce,8,2,12,54
4282,Lettuce,9,2,12,54
4283,Lettuce,10,2,12,54
4284,Lettuce,11,2,12,54
4285,Lettuce,0,3,12,54
4286,Lettuce,1,3,12,54
4287,Lettuce,2,3,12,54
4288,Lettuce,3,3,12,54
4289,Lettuce,4,3,12,54
4290,Lettuce,5,3,12,54
4291,Lettuce,6,3,12,54
4292,Lettuce,7,3,12,54
4293,Lettuce,8,3,12,54
4294,Lettuce,9,3,12,54
4295,Lettuce,10,3,12,54
4296,Lettuce,11,3,12,54
4297,Lettuce,0,4,12,54
4298,Lettuce,1,4,12,54
4299,Lettuce,2,4,12,54
4300,Lettuce,3,4,12,54
4301,Lettuce,4,4,12,54
4302,Lettuce,5,4,12,54
4303,Lettuce,6,4,12,54
4304,Lettuce,7,4,12,54
4305,Lettuce,8,4,12,54
4306,Lettuce,9,4,12,54
4307,Lettuce,10,4,12,54
4308,Lettuce,11,4,12,54
4309,Lettuce,0,5,12,54
4310,Lettuce,1,5,12,54
4311,Lettuce,2,5,12,54
4312,Lettuce,3,5,12,54
4313,Lettuce,4,5,12,54
4314,Lettuce,5,5,12,54
4315,Lettuce,6,5,12,54
4316,Lettuce,7,5,12,54
4317,Lettuce,8,5,12,54
4318,Lettuce,9,5,12,54
4319,Lettuce,10,5,12,54
4320,Lettuce,11,5,12,54
4321,Lettuce,0,0,12,53
4322,Lettuce,1,0,12,53
4323,Lettuce,2,0,12,53
4324,Lettuce,3,0,12,53
4325,Lettuce,4,0,12,53
4326,Lettuce,5,0,12,53
4327,Lettuce,6,0,12,53
4328,Lettuce,7,0,12,53
4329,Lettuce,8,0,12,53
4330,Lettuce,9,0,12,53
4331,Lettuce,10,0,12,53
4332,Lettuce,11,0,12,53
4333,Lettuce,0,1,12,53
4334,Lettuce,1,1,12,53
4335,Lettuce,2,1,12,53
4336,Lettuce,3,1,12,53
4337,Lettuce,4,1,12,53
4338,Lettuce,5,1,12,53
4339,Lettuce,6,1,12,53
4340,Lettuce,7,1,12,53
4341,Lettuce,8,1,12,53
4342,Lettuce,9,1,12,53
4343,Lettuce,10,1,12,53
4344,Lettuce,11,1,12,53
4345,Lettuce,0,2,12,53
4346,Lettuce,1,2,12,53
4347,Lettuce,2,2,12,53
4348,Lettuce,3,2,12,53
4349,Lettuce,4,2,12,53
4350,Lettuce,5,2,12,53
4351,Lettuce,6,2,12,53
4352,Lettuce,7,2,12,53
4353,Lettuce,8,2,12,53
4354,Lettuce,9,2,12,53
4355,Lettuce,10,2,12,53
4356,Lettuce,11,2,12,53
4357,Lettuce,0,3,12,53
4358,Lettuce,1,3,12,53
4359,Lettuce,2,3,12,53
4360,Lettuce,3,3,12,53
4361,Lettuce,4,3,12,53
4362,Lettuce,5,3,12,53
4363,Lettuce,6,3,12,53
4364,Lettuce,7,3,12,53
4365,Lettuce,8,3,12,53
4366,Lettuce,9,3,12,53
4367,Lettuce,10,3,12,53
4368,Lettuce,11,3,12,53
4369,Lettuce,0,4,12,53
4370,Lettuce,1,4,12,53
4371,Lettuce,2,4,12,53
4372,Lettuce,3,4,12,53
4373,Lettuce,4,4,12,53
4374,Lettuce,5,4,12,53
4375,Lettuce,6,4,12,53
4376,Lettuce,7,4,12,53
4377,Lettuce,8,4,12,53
4378,Lettuce,9,4,12,53
4379,Lettuce,10,4,12,53
4380,Lettuce,11,4,12,53
4381,Lettuce,0,5,12,53
4382,Lettuce,1,5,12,53
4383,Lettuce,2,5,12,53
4384,Lettuce,3,5,12,53
4385,Lettuce,4,5,12,53
4386,Lettuce,5,5,12,53
4387,Lettuce,6,5,12,53
4388,Lettuce,7,5,12,53
4389,Lettuce,8,5,12,53
4390,Lettuce,9,5,12,53
4391,Lettuce,10,5,12,53
4392,Lettuce,11,5,12,53
4393,Lettuce,0,0,12,52
4394,Lettuce,1,0,12,52
4395,Lettuce,2,0,12,52
4396,Lettuce,3,0,12,52
4397,Lettuce,4,0,12,52
4398,Lettuce,5,0,12,52
4399,Lettuce,6,0,12,52
4400,Lettuce,7,0,12,52
4401,Lettuce,8,0,12,52
4402,Lettuce,9,0,12,52
4403,Lettuce,10,0,12,52
4404,Lettuce,11,0,12,52
4405,Lettuce,0,1,12,52
4406,Lettuce,1,1,12,52
4407,Lettuce,2,1,12,52
4408,Lettuce,3,1,12,52
4409,Lettuce,4,1,12,52
4410,Lettuce,5,1,12,52
4411,Lettuce,6,1,12,52
4412,Lettuce,7,1,12,52
4413,Lettuce,8,1,12,52
4414,Lettuce,9,1,12,52
4415,Lettuce,10,1,12,52
4416,Lettuce,11,1,12,52
4417,Lettuce,0,2,12,52
4418,Lettuce,1,2,12,52
4419,Lettuce,2,2,12,52
4420,Lettuce,3,2,12,52
4421,Lettuce,4,2,12,52
4422,Lettuce,5,2,12,52
4423,Lettuce,6,2,12,52
4424,Lettuce,7,2,12,52
4425,Lettuce,8,2,12,52
4426,Lettuce,9,2,12,52
4427,Lettuce,10,2,12,52
4428,Lettuce,11,2,12,52
4429,Lettuce,0,3,12,52
4430,Lettuce,1,3,12,52
4431,Lettuce,2,3,12,52
4432,Lettuce,3,3,12,52
4433,Lettuce,4,3,12,52
4434,Lettuce,5,3,12,52
4435,Lettuce,6,3,12,52
4436,Lettuce,7,3,12,52
4437,Lettuce,8,3,12,52
4438,Lettuce,9,3,12,52
4439,Lettuce,10,3,12,52
4440,Lettuce,11,3,12,52
4441,Lettuce,0,4,12,52
4442,Lettuce,1,4,12,52
4443,Lettuce,2,4,12,52
4444,Lettuce,3,4,12,52
4445,Lettuce,4,4,12,52
4446,Lettuce,5,4,12,52
4447,Lettuce,6,4,12,52
4448,Lettuce,7,4,12,52
4449,Lettuce,8,4,12,52
4450,Lettuce,9,4,12,52
4451,Lettuce,10,4,12,52
4452,Lettuce,11,4,12,52
4453,Lettuce,0,5,12,52
4454,Lettuce,1,5,12,52
4455,Lettuce,2,5,12,52
4456,Lettuce,3,5,12,52
4457,Lettuce,4,5,12,52
4458,Lettuce,5,5,12,52
4459,Lettuce,6,5,12,52
4460,Lettuce,7,5,12,52
4461,Lettuce,8,5,12,52
4462,Lettuce,9,5,12,52
4463,Lettuce,10,5,12,52
4464,Lettuce,11,5,12,52
4465,Lettuce,0,0,12,51
4466,Lettuce,1,0,12,51
4467,Lettuce,2,0,12,51
4468,Lettuce,3,0,12,51
4469,Lettuce,4,0,12,51
4470,Lettuce,5,0,12,51
4471,Lettuce,6,0,12,51
4472,Lettuce,7,0,12,51
4473,Lettuce,8,0,12,51
4474,Lettuce,9,0,12,51
4475,Lettuce,10,0,12,51
4476,Lettuce,11,0,12,51
4477,Lettuce,0,1,12,51
4478,Lettuce,1,1,12,51
4479,Lettuce,2,1,12,51
4480,Lettuce,3,1,12,51
4481,Lettuce,4,1,12,51
4482,Lettuce,5,1,12,51
4483,Lettuce,6,1,12,51
4484,Lettuce,7,1,12,51
4485,Lettuce,8,1,12,51
4486,Lettuce,9,1,12,51
4487,Lettuce,10,1,12,51
4488,Lettuce,11,1,12,51
4489,Lettuce,0,2,12,51
4490,Lettuce,1,2,12,51
4491,Lettuce,2,2,12,51
4492,Lettuce,3,2,12,51
4493,Lettuce,4,2,12,51
4494,Lettuce,5,2,12,51
4495,Lettuce,6,2,12,51
4496,Lettuce,7,2,12,51
4497,Lettuce,8,2,12,51
4498,Lettuce,9,2,12,51
4499,Lettuce,10,2,12,51
4500,Lettuce,11,2,12,51
4501,Lettuce,0,3,12,51
4502,Lettuce,1,3,12,51
4503,Lettuce,2,3,12,51
4504,Lettuce,3,3,12,51
4505,Lettuce,4,3,12,51
4506,Lettuce,5,3,12,51
4507,Lettuce,6,3,12,51
4508,Lettuce,7,3,12,51
4509,Lettuce,8,3,12,51
4510,Lettuce,9,3,12,51
4511,Lettuce,10,3,12,51
4512,Lettuce,11,3,12,51
4513,Lettuce,0,4,12,51
4514,Lettuce,1,4,12,51
4515,Lettuce,2,4,12,51
4516,Lettuce,3,4,12,51
4517,Lettuce,4,4,12,51
4518,Lettuce,5,4,12,51
4519,Lettuce,6,4,12,51
4520,Lettuce,7,4,12,51
4521,Lettuce,8,4,12,51
4522,Lettuce,9,4,12,51
4523,Lettuce,10,4,12,51
4524,Lettuce,11,4,12,51
4525,Lettuce,0,5,12,51
4526,Lettuce,1,5,12,51
4527,Lettuce,2,5,12,51
4528,Lettuce,3,5,12,51
4529,Lettuce,4,5,12,51
4530,Lettuce,5,5,12,51
4531,Lettuce,6,5,12,51
4532,Lettuce,7,5,12,51
4533,Lettuce,8,5,12,51
4534,Lettuce,9,5,12,51
4535,Lettuce,10,5,12,51
4536,Lettuce,11,5,12,51
4537,Lettuce,0,0,12,50
4538,Lettuce,1,0,12,50
4539,Lettuce,2,0,12,50
4540,Lettuce,3,0,12,50
4541,Lettuce,4,0,12,50
4542,Lettuce,5,0,12,50
4543,Lettuce,6,0,12,50
4544,Lettuce,7,0,12,50
4545,Lettuce,8,0,12,50
4546,Lettuce,9,0,12,50
4547,Lettuce,10,0,12,50
4548,Lettuce,11,0,12,50
4549,Lettuce,0,1,12,50
4550,Lettuce,1,1,12,50
4551,Lettuce,2,1,12,50
4552,Lettuce,3,1,12,50
4553,Lettuce,4,1,12,50
4554,Lettuce,5,1,12,50
4555,Lettuce,6,1,12,50
4556,Lettuce,7,1,12,50
4557,Lettuce,8,1,12,50
4558,Lettuce,9,1,12,50
4559,Lettuce,10,1,12,50
4560,Lettuce,11,1,12,50
4561,Lettuce,0,2,12,50
4562,Lettuce,1,2,12,50
4563,Lettuce,2,2,12,50
4564,Lettuce,3,2,12,50
4565,Lettuce,4,2,12,50
4566,Lettuce,5,2,12,50
4567,Lettuce,6,2,12,50
4568,Lettuce,7,2,12,50
4569,Lettuce,8,2,12,50
4570,Lettuce,9,2,12,50
4571,Lettuce,10,2,12,50
4572,Lettuce,11,2,12,50
4573,Lettuce,0,3,12,50
4574,Lettuce,1,3,12,50
4575,Lettuce,2,3,12,50
4576,Lettuce,3,3,12,50
4577,Lettuce,4,3,12,50
4578,Lettuce,5,3,12,50
4579,Lettuce,6,3,12,50
4580,Lettuce,7,3,12,50
4581,Lettuce,8,3,12,50
4582,Lettuce,9,3,12,50
4583,Lettuce,10,3,12,50
4584,Lettuce,11,3,12,50
4585,Lettuce,0,4,12,50
4586,Lettuce,1,4,12,50
4587,Lettuce,2,4,12,50
4588,Lettuce,3,4,12,50
4589,Lettuce,4,4,12,50
4590,Lettuce,5,4,12,50
4591,Lettuce,6,4,12,50
4592,Lettuce,7,4,12,50
4593,Lettuce,8,4,12,50
4594,Lettuce,9,4,12,50
4595,Lettuce,10,4,12,50
4596,Lettuce,11,4,12,50
4597,Lettuce,0,5,12,50
4598,Lettuce,1,5,12,50
4599,Lettuce,2,5,12,50
4600,Lettuce,3,5,12,50
4601,Lettuce,4,5,12,50
4602,Lettuce,5,5,12,50
4603,Lettuce,6,5,12,50
4604,Lettuce,7,5,12,50
4605,Lettuce,8,5,12,50
4606,Lettuce,9,5,12,50
4607,Lettuce,10,5,12,50
4608,Lettuce,11,5,12,50
4609,Lettuce,0,0,12,49
4610,Lettuce,1,0,12,49
4611,Lettuce,2,0,12,49
4612,Lettuce,3,0,12,49
4613,Lettuce,4,0,12,49
4614,Lettuce,5,0,12,49
4615,Lettuce,6,0,12,49
4616,Lettuce,7,0,12,49
4617,Lettuce,8,0,12,49
4618,Lettuce,9,0,12,49
4619,Lettuce,10,0,12,49
4620,Lettuce,11,0,12,49
4621,Lettuce,0,1,12,49
4622,Lettuce,1,1,12,49
4623,Lettuce,2,1,12,49
4624,Lettuce,3,1,12,49
4625,Lettuce,4,1,12,49
4626,Lettuce,5,1,12,49
4627,Lettuce,6,1,12,49
4628,Lettuce,7,1,12,49
4629,Lettuce,8,1,12,49
4630,Lettuce,9,1,12,49
4631,Lettuce,10,1,12,49
4632,Lettuce,11,1,12,49
4633,Lettuce,0,2,12,49
4634,Lettuce,1,2,12,49
4635,Lettuce,2,2,12,49
4636,Lettuce,3,2,12,49
4637,Lettuce,4,2,12,49
4638,Lettuce,5,2,12,49
4639,Lettuce,6,2,12,49
4640,Lettuce,7,2,12,49
4641,Lettuce,8,2,12,49
4642,Lettuce,9,2,12,49
4643,Lettuce,10,2,12,49
4644,Lettuce,11,2,12,49
4645,Lettuce,0,3,12,49
4646,Lettuce,1,3,12,49
4647,Lettuce,2,3,12,49
4648,Lettuce,3,3,12,49
4649,Lettuce,4,3,12,49
4650,Lettuce,5,3,12,49
4651,Lettuce,6,3,12,49
4652,Lettuce,7,3,12,49
4653,Lettuce,8,3,12,49
4654,Lettuce,9,3,12,49
4655,Lettuce,10,3,12,49
4656,Lettuce,11,3,12,49
4657,Lettuce,0,4,12,49
4658,Lettuce,1,4,12,49
4659,Lettuce,2,4,12,49
4660,Lettuce,3,4,12,49
4661,Lettuce,4,4,12,49
4662,Lettuce,5,4,12,49
4663,Lettuce,6,4,12,49
4664,Lettuce,7,4,12,49
4665,Lettuce,8,4,12,49
4666,Lettuce,9,4,12,49
4667,Lettuce,10,4,12,49
4668,Lettuce,11,4,12,49
4669,Lettuce,0,5,12,49
4670,Lettuce,1,5,12,49
4671,Lettuce,2,5,12,49
4672,Lettuce,3,5,12,49
4673,Lettuce,4,5,12,49
4674,Lettuce,5,5,12,49
4675,Lettuce,6,5,12,49
4676,Lettuce,7,5,12,49
4677,Lettuce,8,5,12,49
4678,Lettuce,9,5,12,49
4679,Lettuce,10,5,12,49
4680,Lettuce,11,5,12,49
4681,Lettuce,0,0,12,48
4682,Lettuce,1,0,12,48
4683,Lettuce,2,0,12,48
4684,Lettuce,3,0,12,48
4685,Lettuce,4,0,12,48
4686,Lettuce,5,0,12,48
4687,Lettuce,6,0,12,48
4688,Lettuce,7,0,12,48
4689,Lettuce,8,0,12,48
4690,Lettuce,9,0,12,48
4691,Lettuce,10,0,12,48
4692,Lettuce,11,0,12,48
4693,Lettuce,0,1,12,48
4694,Lettuce,1,1,12,48
4695,Lettuce,2,1,12,48
4696,Lettuce,3,1,12,48
4697,Lettuce,4,1,12,48
4698,Lettuce,5,1,12,48
4699,Lettuce,6,1,12,48
4700,Lettuce,7,1,12,48
4701,Lettuce,8,1,12,48
4702,Lettuce,9,1,12,48
4703,Lettuce,10,1,12,48
4704,Lettuce,11,1,12,48
4705,Lettuce,0,2,12,48
4706,Lettuce,1,2,12,48
4707,Lettuce,2,2,12,48
4708,Lettuce,3,2,12,48
4709,Lettuce,4,2,12,48
4710,Lettuce,5,2,12,48
4711,Lettuce,6,2,12,48
4712,Lettuce,7,2,12,48
4713,Lettuce,8,2,12,48
4714,Lettuce,9,2,12,48
4715,Lettuce,10,2,12,48
4716,Lettuce,11,2,12,48
4717,Lettuce,0,3,12,48
4718,Lettuce,1,3,12,48
4719,Lettuce,2,3,12,48
4720,Lettuce,3,3,12,48
4721,Lettuce,4,3,12,48
4722,Lettuce,5,3,12,48
4723,Lettuce,6,3,12,48
4724,Lettuce,7,3,12,48
4725,Lettuce,8,3,12,48
4726,Lettuce,9,3,12,48
4727,Lettuce,10,3,12,48
4728,Lettuce,11,3,12,48
4729,Lettuce,0,4,12,48
4730,Lettuce,1,4,12,48
4731,Lettuce,2,4,12,48
4732,Lettuce,3,4,12,48
4733,Lettuce,4,4,12,48
4734,Lettuce,5,4,12,48
4735,Lettuce,6,4,12,48
4736,Lettuce,7,4,12,48
4737,Lettuce,8,4,12,48
4738,Lettuce,9,4,12,48
4739,Lettuce,10,4,12,48
4740,Lettuce,11,4,12,48
4741,Lettuce,0,5,12,48
4742,Lettuce,1,5,12,48
4743,Lettuce,2,5,12,48
4744,Lettuce,3,5,12,48
4745,Lettuce,4,5,12,48
4746,Lettuce,5,5,12,48
4747,Lettuce,6,5,12,48
4748,Lettuce,7,5,12,48
4749,Lettuce,8,5,12,48
4750,Lettuce,9,5,12,48
4751,Lettuce,10,5,12,48
4752,Lettuce,11,5,12,48
4753,Lettuce,0,0,12,47
4754,Lettuce,1,0,12,47
4755,Lettuce,2,0,12,47
4756,Lettuce,3,0,12,47
4757,Lettuce,4,0,12,47
4758,Lettuce,5,0,12,47
4759,Lettuce,6,0,12,47
4760,Lettuce,7,0,12,47
4761,Lettuce,8,0,12,47
4762,Lettuce,9,0,12,47
4763,Lettuce,10,0,12,47
4764,Lettuce,11,0,12,47
4765,Lettuce,0,1,12,47
4766,Lettuce,1,1,12,47
4767,Lettuce,2,1,12,47
4768,Lettuce,3,1,12,47
4769,Lettuce,4,1,12,47
4770,Lettuce,5,1,12,47
4771,Lettuce,6,1,12,47
4772,Lettuce,7,1,12,47
4773,Lettuce,8,1,12,47
4774,Lettuce,9,1,12,47
4775,Lettuce,10,1,12,47
4776,Lettuce,11,1,12,47
4777,Lettuce,0,2,12,47
4778,Lettuce,1,2,12,47
4779,Lettuce,2,2,12,47
4780,Lettuce,3,2,12,47
4781,Lettuce,4,2,12,47
4782,Lettuce,5,2,12,47
4783,Lettuce,6,2,12,47
4784,Lettuce,7,2,12,47
4785,Lettuce,8,2,12,47
4786,Lettuce,9,2,12,47
4787,Lettuce,10,2,12,47
4788,Lettuce,11,2,12,47
4789,Lettuce,0,3,12,47
4790,Lettuce,1,3,12,47
4791,Lettuce,2,3,12,47
4792,Lettuce,3,3,12,47
4793,Lettuce,4,3,12,47
4794,Lettuce,5,3,12,47
4795,Lettuce,6,3,12,47
4796,Lettuce,7,3,12,47
4797,Lettuce,8,3,12,47
4798,Lettuce,9,3,12,47
4799,Lettuce,10,3,12,47
4800,Lettuce,11,3,12,47
4801,Lettuce,0,4,12,47
4802,Lettuce,1,4,12,47
4803,Lettuce,2,4,12,47
4804,Lettuce,3,4,12,47
4805,Lettuce,4,4,12,47
4806,Lettuce,5,4,12,47
4807,Lettuce,6,4,12,47
4808,Lettuce,7,4,12,47
4809,Lettuce,8,4,12,47
4810,Lettuce,9,4,12,47
4811,Lettuce,10,4,12,47
4812,Lettuce,11,4,12,47
4813,Lettuce,0,5,12,47
4814,Lettuce,1,5,12,47
4815,Lettuce,2,5,12,47
4816,Lettuce,3,5,12,47
4817,Lettuce,4,5,12,47
4818,Lettuce,5,5,12,47
4819,Lettuce,6,5,12,47
4820,Lettuce,7,5,12,47
4821,Lettuce,8,5,12,47
4822,Lettuce,9,5,12,47
4823,Lettuce,10,5,12,47
4824,Lettuce,11,5,12,47
4825,Lettuce,0,0,12,46
4826,Lettuce,1,0,12,46
4827,Lettuce,2,0,12,46
4828,Lettuce,3,0,12,46
4829,Lettuce,4,0,12,46
4830,Lettuce,5,0,12,46
4831,Lettuce,6,0,12,46
4832,Lettuce,7,0,12,46
4833,Lettuce,8,0,12,46
4834,Lettuce,9,0,12,46
4835,Lettuce,10,0,12,46
4836,Lettuce,11,0,12,46
4837,Lettuce,0,1,12,46
4838,Lettuce,1,1,12,46
4839,Lettuce,2,1,12,46
4840,Lettuce,3,1,12,46
4841,Lettuce,4,1,12,46
4842,Lettuce,5,1,12,46
4843,Lettuce,6,1,12,46
4844,Lettuce,7,1,12,46
4845,Lettuce,8,1,12,46
4846,Lettuce,9,1,12,46
4847,Lettuce,10,1,12,46
4848,Lettuce,11,1,12,46
4849,Lettuce,0,2,12,46
4850,Lettuce,1,2,12,46
4851,Lettuce,2,2,12,46
4852,Lettuce,3,2,12,46
4853,Lettuce,4,2,12,46
4854,Lettuce,5,2,12,46
4855,Lettuce,6,2,12,46
4856,Lettuce,7,2,12,46
4857,Lettuce,8,2,12,46
4858,Lettuce,9,2,12,46
4859,Lettuce,10,2,12,46
4860,Lettuce,11,2,12,46
4861,Lettuce,0,3,12,46
4862,Lettuce,1,3,12,46
4863,Lettuce,2,3,12,46
4864,Lettuce,3,3,12,46
4865,Lettuce,4,3,12,46
4866,Lettuce,5,3,12,46
4867,Lettuce,6,3,12,46
4868,Lettuce,7,3,12,46
4869,Lettuce,8,3,12,46
4870,Lettuce,9,3,12,46
4871,Lettuce,10,3,12,46
4872,Lettuce,11,3,12,46
4873,Lettuce,0,4,12,46
4874,Lettuce,1,4,12,46
4875,Lettuce,2,4,12,46
4876,Lettuce,3,4,12,46
4877,Lettuce,4,4,12,46
4878,Lettuce,5,4,12,46
4879,Lettuce,6,4,12,46
4880,Lettuce,7,4,12,46
4881,Lettuce,8,4,12,46
4882,Lettuce,9,4,12,46
4883,Lettuce,10,4,12,46
4884,Lettuce,11,4,12,46
4885,Lettuce,0,5,12,46
4886,Lettuce,1,5,12,46
4887,Lettuce,2,5,12,46
4888,Lettuce,3,5,12,46
4889,Lettuce,4,5,12,46
4890,Lettuce,5,5,12,46
4891,Lettuce,6,5,12,46
4892,Lettuce,7,5,12,46
